Subject,Message,Label,OriginalRowID,Date
Stolen vehicle claim – need next steps,"Hello, Vehile theft on 21 Apr 2023 12:55 near Dundalk city centre. CCTV ilkely at the shop across the road. Registered plate 22-LM-32584, policy PCY-288-891062. Please advise urgent actions and any forms. please let me nkow Screenshhot included belwo. Regards, Mia Gallagher",CarTheft,9f3674eb,
Query about documents,"To whom it may concern,
I just need to check what’s included in my policy PCY-273-931669. Does it cover driving other cars, or windscreen chips? please let me know

Thanks,
Sophia Fitzgerald

(Also, sorry for the long email—bit stressed.)",Other,1681a4f5,
Query about documents,"Good afternoon,
Where do I download my cert of insurance and disc for reg 23-SO-29843? I can’t find the link on the portal. please sort this

Regards,
Emma Wilson
+353 80 133 2539
emmawilson77@gmail.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",Other,1c6f45ce,
Stone chip spreading fast – claim,"Hello,
Overnight frost made a chip spread—now about 20cm. Is glass repair exempt from the no‑claims penalty on PCY-422-975353? Can I pay just the excess? really appreciate your help
Photos attached.

Best,
Conor Fitzgerald
+353 86 148 2246
conorfitzgerald822@yahoo.com",CarWindshield,ece0e9b5,
Glass crack across driver side – urgent,"Hey there,
A stone hit my windscreen on the N4 and now there’s a crack across the driver’s side. Can I book directly with ClearView Windscreens or do I need pre‑approval under policy PCY-717-683576? really appreciate your help
Reg 14-C-54855.
Attaching a PDF of the report.

Cheers,
Noah Smith
+353 83 854 9444
noahsmith686@example.com",CarWindshield,64bd39fc,
Car stolen last night – claim help?,"Good afternoon, Vehicle thfet on 01 Dec 2022 12:55 near Dundalk city cntre. CTV likely at the shop across the road. Registered plate 15-D-93349, policy PCY-3677-86789. Please advise urgent actions and any forrms. plese let me konw Photoos atttached. Mny thanks, Emily O'Brien

(Also, sorry for the long email—bit stressed.)",CarTheft,30cccb53,
General question about my policy,"To whom it may concern,
I just need to check what’s included in my policy PCY-548-630348. Does it cover driving other cars, or windscreen chips? please let me know

Sincerely,
Conor Murphy
+353 82 999 6832
conormurphy928@gmail.com",Other,903f7833,
Cracked windscreen – repair or replace?,"Hey there,
Windscreen wiper left a deep scratch after some grit got stuck. Looking to replace ASAP. What’s the process and preferred suppliers? Policy PCY-823-974988. kind regards
Dashcam clip uploaded to Drive (link upon request).

Thanks,
Jack Walsh",CarWindshield,b8603388,
Windscreen damage after storm,"Hi QuickCover Support,
A stone hit my windscreen on the N4 and now there’s a crack across the driver’s side. Can I book directly with ClearView Windscreens or do I need pre‑approval under policy PCY-270-645792? kind regards
Reg 07-L-13094.
Attaching a PDF of the report.

Regards,
Jack Smith
+353 82 646 3033
jacksmith798@proton.me",CarWindshield,33d61789,
Car won’t start – need roadside assist,"Good morning, My car cut out at a roundabout in Galway and won’t restart. Hazard lights on. Do I have roadside assist with poilcy PCY-492-523922? If yes, can you arrange a tow to Northside Garage? please let me know Scans can be provided. Cheers, Emma Duffy +353 85 324 5083 emmaduffy415@example.com

(Also, sorry for the long email—bit stressed.)",CarBreakdown,a9501851,
Query about documents,"To whom it may concern,
I just need to check what’s included in my policy PCY-390-306543. Does it cover driving other cars, or windscreen chips? happy to provide more info

Thanks,
Emma Wilson
+353 85 953 9218
emmawilson448@proton.me

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",Other,9b4a8c40,
Engine died at junction – policy help,"Hi team,
Battery seems dead (no dash lights). I’m at 2 Oak Avenue, Naas. Can someone jump‑start or tow me? Reg 24-KK-75494, policy PCY-621-855629. Also, is there a call‑out limit? I've been on hold forever
Scans can be provided.

Thanks,
Emma Ryan
+353 85 981 7321
emmaryan841@proton.me

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarBreakdown,b152408e,
"Minor crash, no injuries – claim query","Hi team,
Small collision on the M50, lane 2. I braked and the van behind clipped my bumper. Gardaí attended. Claim under PCY-565-662513. Should I go to City Tyres or wait for an approved repairer list? kind regards
Dashcam clip uploaded to Drive (link upon request).

Best,
Emily Wilson",CarCrash,1a86f19b,
General question about my policy,"Good morning, Where do I download my cert of insurance and disc for reg 19-KK-94984? I can’t find the lik on the portal. thanks in advance Sincerrely, James Hayes",Other,4a8f8254,
Stolen vehicle claim – need next steps,"Good afternoon,
Vehicle theft on 16 Apr 2023 12:55 near Waterford city centre. CCTV likely at the shop across the road. Registered plate 08-LM-16396, policy PCY-195-335615. Please advise urgent actions and any forms. happy to provide more info
Attaching a PDF of the report.

Sincerely,
Aoife Kavanagh

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarTheft,7356088a,
Urgent: Vehicle theft (police report filed),"Hey there,
Came out this morning and the car was just gone. 07-SO-34640. Spare key with me. I called 999 and got a case number. Can you guide me on the theft claim steps under PCY-355-826847? Also, do I still owe the excess if the car isn’t found? please let me know
No attachments yet—can send if needed.

Sincerely,
Aoife McCarthy
+353 83 266 8393
aoifemccarthy76@gmail.com

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.

(Also, sorry for the long email—bit stressed.)",CarTheft,20ee0d2b,
My car is gone – policy assistance,"Good afternoon,
My car (23-CW-86813) was stolen outside my house at 122 Quay St, Galway around 02 Oct 2022 12:55. I reported it to the Gardaí (ref #451470). Policy PCY-315-550770. What info do you need to open a claim? please let me know
No attachments yet—can send if needed.

Thanks,
Aoife Gallagher
+353 83 250 1400
aoifegallagher48@outlook.com",CarTheft,39b9fc25,
Stranded on hard shoulder – breakdown cover,"Hello,
My car cut out at a roundabout in Kilkenny and won’t restart. Hazard lights on. Do I have roadside assist with policy PCY-450-818537? If yes, can you arrange a tow to City Tyres? please let me know
No attachments.

Sincerely,
Olivia Brown
+353 87 543 4959
oliviabrown938@example.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.

(Also, sorry for the long email—bit stressed.)",CarBreakdown,de2ffb7b,
Cracked windscreen – repair or replace?,"To whom it may concern, A stone hit my windscreen on the N4 and now there’s a crack across the driver’s side. Can I obok directly with ScreenMate or do I need pre‑approval under policy PCY-890-336838? really apperciate your help Reg 08SO-32646. Photos attached. Best, Ethhan Kelly P.S. I’m at work now, can’t take calls till after 5pm. Text me if urrgent.",CarWindshield,1a36b9f3,
Engine died at junction – policy help,"Hello,
Engine overheated, steam from bonnet. I pulled over safely on the hard shoulder. What’s covered under PCY-209-261382 for breakdowns? happy to provide more info
Reg 10-WD-34644.
—

Many thanks,
James McCarthy
+353 83 956 6214
jamesmccarthy841@proton.me",CarBreakdown,56cd5f18,
Stranded on hard shoulder – breakdown cover,"To whom it may concern, My car cut out at a roundabout in Tralee and won’t restart. Hazard lights on. Do I have roadside asisst with policy PCY-444-929035? If eys, can you arrange a tow to City Tyress? iknd reggards No attachments. Thanks, Noah Byrne

(Also, sorry for the long email—bit stressed.)",CarBreakdown,f1fbf482,
Car won’t start – need roadside assist,"Hi team,
My car cut out at a roundabout in Bray and won’t restart. Hazard lights on. Do I have roadside assist with policy PCY-905-899132? If yes, can you arrange a tow to Northside Garage? happy to provide more info
—

Many thanks,
Conor Duffy
+353 85 609 1408
conorduffy690@outlook.com

(Also, sorry for the long email—bit stressed.)",CarBreakdown,8edb6f4d,
Urgent: Vehicle theft (police report filed),"Hey there,
Vehicle theft on 14 Aug 2023 12:55 near Waterford city centre. CCTV likely at the shop across the road. Registered plate 14-LM-83114, policy PCY-353-873422. Please advise urgent actions and any forms. thanks in advance
No attachments yet—can send if needed.

Sincerely,
Isla Gallagher
+353 89 567 8126
islagallagher537@example.com

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarTheft,a52c123e,
Glass crack across driver side – urgent,"Hey there,
Overnight frost made a chip spread—now about 20cm. Is glass repair exempt from the no‑claims penalty on PCY-181-806776? Can I pay just the excess? this is ridiculous
Dashcam clip uploaded to Drive (link upon request).

Cheers,
Liam Hughes
+353 83 333 3794
liamhughes44@yahoo.com",CarWindshield,2ed212d1,
Glass crack across driver side – urgent,"Good morning,
A stone hit my windscreen on the N4 and now there’s a crack across the driver’s side. Can I book directly with AutoGlass Hub or do I need pre‑approval under policy PCY-350-249228? please let me know
Reg 05-WD-30762.
Photos attached.

Thanks,
Mia Gallagher

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarWindshield,da9cccb7,
Car stolen last night – claim help?,"Hey there,
Vehicle theft on 16 Jul 2025 12:55 near Wexford city centre. CCTV likely at the shop across the road. Registered plate 12-MN-89647, policy PCY-244-890785. Please advise urgent actions and any forms. thanks in advance
Screenshot included below.

Cheers,
Noah Brown
+353 83 582 1410
noahbrown635@example.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarTheft,10037013,
Stolen vehicle claim – need next steps,"Hi QuickCover Support, Came out this morning and the car was just gone. 20-LM-233050. Spare key iwth me. I called 999 and got a case number. Can you guide me on the thft claim steps under PCY-840-772865? Als, do I still owe the excses if the car isn’t found? happy to provide omre info Photos attached. Bets, Sophia McCarthy P.S. I’m at work noow, can’t take clls till after 5pm. Email is best.

(Also, sorry for the long email—bit stressed.)",CarTheft,e972d366,
Policy renewal questions,"To whom it may concern,
I’m changing cars next month (new reg 06-G-70084). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-431-182398. why am I paying for this

Cheers,
Michael Murphy

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarRenewal,40582b67,
Stone chip spreading fast – claim,"Good afternoon,
A stone hit my windscreen on the N4 and now there’s a crack across the driver’s side. Can I book directly with ClearView Windscreens or do I need pre‑approval under policy PCY-836-491673? really appreciate your help
Reg 24-SO-87412.
No attachments yet—can send if needed.

Cheers,
Jack Kennedy
+353 87 807 4638
jackkennedy801@yahoo.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.

(Also, sorry for the long email—bit stressed.)",CarWindshield,fe0c9b6e,
Engine died at junction – policy help,"Hi team,
Battery seems dead (no dash lights). I’m at 96 Main St, Dublin. Can someone jump‑start or tow me? Reg 06-C-25614, policy PCY-681-849933. Also, is there a call‑out limit? I've been on hold forever
Scans can be provided.

Regards,
James Smith
+353 88 832 1983
jamessmith554@gmail.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarBreakdown,9f4b3c0e,
Renewal due – change car details,"Goood morning, I’m changiing cars nexxt month n(ew reg 14-MN-29584). Can I update the deatils now so the renewal is accurate? Also adding my partner as a named drvier. Policy PCY-588-651810. really appreciate your hlep Tanks, Patick Walsh +353 80 603 9320 patirckwalsh548@outlook.com",CarRenewal,db4b16dd,
Collision today on N7 – what do I do?,"Hey there,
Small collision on the M50, lane 2. I braked and the van behind clipped my bumper. Gardaí attended. Claim under PCY-484-732275. Should I go to South Quay Repairs or wait for an approved repairer list? happy to provide more info
Dashcam clip uploaded to Drive (link upon request).

Cheers,
Olivia Kelly

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarCrash,989d104f,
Cracked windscreen – repair or replace?,"Hi team,
A stone hit my windscreen on the N4 and now there’s a crack across the driver’s side. Can I book directly with ClearView Windscreens or do I need pre‑approval under policy PCY-168-846048? please let me know
Reg 13-G-57464.
Dashcam clip uploaded to Drive (link upon request).

Thanks,
Conor Brown
+353 80 745 5251
conorbrown98@example.com",CarWindshield,ef7e8773,
Urgent: Vehicle theft (police report filed),"Hey there,
My car (23-SO-97744) was stolen outside my house at 145 College Green, Letterkenny around 26 Oct 2024 12:55. I reported it to the Gardaí (ref #614259). Policy PCY-280-348041. What info do you need to open a claim? kind regards
Attaching a PDF of the report.

Regards,
Isla Kennedy
+353 83 120 9625
islakennedy490@gmail.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarTheft,ad2281a0,
Add a new driver for renewal,"Hey there,
I’m changing cars next month (new reg 07-MN-87410). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-346-795428. really appreciate your help

Cheers,
Jack Gallagher
+353 87 416 2560
jackgallagher403@example.com

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarRenewal,8aec73ce,
Cracked windscreen – repair or replace?,"Hello,
Windscreen wiper left a deep scratch after some grit got stuck. Looking to replace ASAP. What’s the process and preferred suppliers? Policy PCY-132-808649. kind regards
Dashcam clip uploaded to Drive (link upon request).

Sincerely,
James McCarthy",CarWindshield,0270d154,
Car won’t start – need roadside assist,"Good morning,
My car cut out at a roundabout in Bray and won’t restart. Hazard lights on. Do I have roadside assist with policy PCY-514-966935? If yes, can you arrange a tow to N7 Auto? please let me know
No attachments.

Sincerely,
Conor Hayes
+353 81 284 2876
conorhayes959@example.com

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarBreakdown,0f77e44f,
Renewal due – change car details,"Good afternoon,
I’m changing cars next month (new reg 16-C-15434). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-106-654787. honestly not impressed

Many thanks,
Lucas Ryan",CarRenewal,5cf7eb48,
General question about my policy,"To whom it may concern,
Random question: how long do I have to report an incident? Policy PCY-483-340723. Thanks.

Cheers,
Liam Wilson

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.

(Also, sorry for the long email—bit stressed.)",Other,4d482d3f,
Collision today on N7 – what do I do?,"To whom it may concern,
I was rear‑ended at a red light in Kilkenny today (11 Jan 2025 12:55), mild whiplash. Other driver admitted fault. Exchange done. My reg 06-L-2720, policy PCY-176-618631. What’s the fastest way to get the car assessed? really appreciate your help
Dashcam clip uploaded to Drive (link upon request).

Best,
Jack Ryan",CarCrash,24ff1d54,
Breakdown this morning – tow arranged?,"Good moning, My car cut out at a roundabout in Naaas and wonn’t restart. Hazard liights on. Do I hvae roadsie assist with policy PCY-706-6873386? If yes, can you arrannge a tow to Murphy Motors? thanks in advance No attachments. Sincerely, Michael Hayes +353 83 107 9768 michaelhayes939@example..com",CarBreakdown,11fb4ae4,
Collision today on N7 – what do I do?,"Hey there,
I was rear‑ended at a red light in Limerick today (30 Jan 2025 12:55), no injuries. Other driver admitted fault. Exchange done. My reg 12-KK-14762, policy PCY-200-495476. What’s the fastest way to get the car assessed? happy to provide more info
No attachments yet—can send if needed.

Cheers,
Jack McCarthy",CarCrash,3b14b1d2,
Rear‑ended at lights – advice needed,"Good morning,
Accident at low speed leaving a car park. I scraped another car. I’ve photos and their details. Do I need to notify you even if we settle privately? My policy is PCY-597-186627, reg 18-L-81951. really appreciate your help
Photos attached.

Thanks,
Michael Gallagher
+353 83 223 3167
michaelgallagher411@gmail.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarCrash,7c9c80da,
Collision today on N7 – what do I do?,"Good morning,
Small collision on the M50, lane 2. I braked and the van behind clipped my bumper. Gardaí attended. Claim under PCY-947-469755. Should I go to Murphy Motors or wait for an approved repairer list? this is ridiculous
Photos attached.

Best,
James Brown

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarCrash,4a6c9e03,
Renewal due – change car details,"Good morning,
I’m changing cars next month (new reg 22-WD-20043). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-908-274603. really appreciate your help

Cheers,
Michael Kavanagh
+353 86 474 9245
michaelkavanagh594@yahoo.com

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.

(Also, sorry for the long email—bit stressed.)",CarRenewal,a8c1ca5c,
Renewal price seems high – options?,"Hi Harbour Insurance Support,
Renewal due on 09. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-729-638914. really appreciate your help

Thanks,
Harry Walsh
+353 86 363 2958
harrywalsh449@gmail.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.

(Also, sorry for the long email—bit stressed.)",CarRenewal,3160d928,
Accident report and claim initiation,"Hey there, Accidnt at low seped leaving a car park. I scraped another car. I’e photos and their details. Do I need to ontify you eevn if we settle privately? My policy is PCY-554-507311, reg 19-SO-45276. happy to provide more innfo Dashcam cip uploaded to Drivve (link upon request). Cheers, Harry Brown +53 82 581 2780 harrybrown556@proton.me PS.. I’m at wrok now, can’t take calls till afetr 5pm. Text me if urgent.",CarCrash,7dfbe31b,
Random question (not sure of category),"Good morning,
Where do I download my cert of insurance and disc for reg 13-WD-18709? I can’t find the link on the portal. I've been on hold forever

Best,
Emily Smith

(Also, sorry for the long email—bit stressed.)",Other,b503ba16,
Stone chip spreading fast – claim,"Good morning,
Overnight frost made a chip spread—now about 20cm. Is glass repair exempt from the no‑claims penalty on PCY-138-416772? Can I pay just the excess? happy to provide more info
Screenshot included below.

Cheers,
Emily McCarthy",CarWindshield,8098bba4,
Breakdown this morning – tow arranged?,"Hello,
My car cut out at a roundabout in Galway and won’t restart. Hazard lights on. Do I have roadside assist with policy PCY-868-166609? If yes, can you arrange a tow to N7 Auto? really appreciate your help
Scans can be provided.

Cheers,
Olivia Walsh",CarBreakdown,74b5b639,
Windscreen damage after storm,"Hi GreenShield Support,
A stone hit my windscreen on the N4 and now there’s a crack across the driver’s side. Can I book directly with GlassFix or do I need pre‑approval under policy PCY-966-640345? happy to provide more info
Reg 10-WD-49343.
Photos attached.

Sincerely,
Aoife Byrne
+353 80 741 5994
aoifebyrne640@gmail.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarWindshield,57bfb193,
Accident report and claim initiation,"Good morning,
Accident at low speed leaving a car park. I scraped another car. I’ve photos and their details. Do I need to notify you even if we settle privately? My policy is PCY-450-889762, reg 14-G-27031. please let me know
Photos attached.

Thanks,
Liam Walsh
+353 82 431 6185
liamwalsh15@outlook.com",CarCrash,c704a791,
General question about my policy,"To whom it may concern,
Random question: how long do I have to report an incident? Policy PCY-539-433448. Thanks.

Thanks,
Niamh Kennedy
+353 83 995 4631
niamhkennedy201@gmail.com

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",Other,0bd19c1a,
Glass crack across driver side – urgent,"To whom it may concern, Overnight frost made a chiip spraed—now about 20cm. Is glasss repair xeempt from the no‑claims penalty on PCY-700-653327? Can I pay just the excess? I've been on hold forever Attachnig a PDF of the report. Best, Niamh Fitzgerald +353 81 982 9854 niamhfitzerald766@proton.me",CarWindshield,fb94d47f,
Policy renewal questions,"Good afternoon,
Renewal due on 07. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-750-254638. thanks in advance

Thanks,
Jack Hughes
+353 85 495 5850
jackhughes291@proton.me",CarRenewal,19e5dce3,
Stone chip spreading fast – claim,"Hi team,
Overnight frost made a chip spread—now about 20cm. Is glass repair exempt from the no‑claims penalty on PCY-272-857472? Can I pay just the excess? happy to provide more info
Screenshot included below.

Cheers,
Noah Kelly
+353 84 770 4463
noahkelly749@outlook.com",CarWindshield,1efe0b10,
Renewal price seems high – options?,"Hi SafeDrive Support, I’m changing carrs next month (new reg 08-SO-1795). Can I upadte the details now so the renewal is accurate? lAso addng my aprtner as a named driver. Policy PCY-402-2200550. I'vve ben on hold forever Best, Ciara Murphy +353 82 236 176 ciaramurphy333@example.com",CarRenewal,014832e8,
Policy renewal questions,"Good morning,
I’m changing cars next month (new reg 18-KK-93721). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-761-451402. kind regards

Many thanks,
Ava Duffy
+353 80 964 3130
avaduffy339@gmail.com",CarRenewal,54530192,
Random question (not sure of category),"Hey there, Where do I download my cert of insurance and disc for reg 09-G--75628? I can’t find the ilnk on the porttal. this is ridiculous Cheer, Jack Dolye +353 89 749 7033 jackdoyle860@outlook.com",Other,104c44c7,
"Minor crash, no injuries – claim query","Good afternoon,
Small collision on the M50, lane 2. I braked and the van behind clipped my bumper. Gardaí attended. Claim under PCY-507-815485. Should I go to Murphy Motors or wait for an approved repairer list? thanks in advance
Dashcam clip uploaded to Drive (link upon request).

Thanks,
Harry O'Neill",CarCrash,688da326,
Policy renewal questions,"Hey there,
Renewal due on 24. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-849-158182. kind regards

Best,
Niamh Walsh",CarRenewal,5071144f,
Urgent: Vehicle theft (police report filed),"Hi GreenShield Support,
Came out this morning and the car was just gone. 06-W-48795. Spare key with me. I called 999 and got a case number. Can you guide me on the theft claim steps under PCY-540-233636? Also, do I still owe the excess if the car isn’t found? really appreciate your help
Attaching a PDF of the report.

Regards,
Niamh Kavanagh
+353 85 901 7745
niamhkavanagh822@outlook.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.

(Also, sorry for the long email—bit stressed.)",CarTheft,32e55740,
Car stolen last night – claim help?,"Hi QiuckCover Support, My car (9-LS-30697) was stolen outside my house at 177 High Rd, Galway arround 27 Mar 2023 122:55. I repotred it to the Gaardaí (rf #894122). Policy PCY-327-234966. What info do you need to open a caim? really appreciate your help Dashcam clip uploaded to Drive (link upon request). Best, Ethan Murphhy +353 88 707 1971 ethanmurphy48@gmail.com",CarTheft,5d1b1506,
Random question (not sure of category),"To whom it may concern, Where do I download my cert of insurrance and disc for reg 07-WD-17454? I can’t find the link on the portal. why am I payig for tis eRgards, Niamh Walsh P.S. I’m at work now, can’t take callls till after 5pm. Text me if urgent.

(Also, sorry for the long email—bit stressed.)",Other,cfcbb0f4,
Renewal price seems high – options?,"Good morning,
I’m changing cars next month (new reg 07-W-25846). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-726-107656. kind regards

Many thanks,
James O'Connor",CarRenewal,8145670e,
Breakdown this morning – tow arranged?,"Hey there,
Battery seems dead (no dash lights). I’m at 167 Church View, Wexford. Can someone jump‑start or tow me? Reg 10-CW-15417, policy PCY-586-829576. Also, is there a call‑out limit? this is ridiculous
No attachments.

Many thanks,
Liam Byrne
+353 80 333 5062
liambyrne455@yahoo.com",CarBreakdown,f1e1af2e,
Renewal price seems high – options?,"To whom it may concern,
Renewal due on 09. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-379-631173. happy to provide more info

Regards,
Ethan Smith
+353 81 347 5480
ethansmith591@outlook.com",CarRenewal,132771a5,
Car won’t start – need roadside assist,"Hello,
My car cut out at a roundabout in Sligo and won’t restart. Hazard lights on. Do I have roadside assist with policy PCY-380-191424? If yes, can you arrange a tow to N7 Auto? thanks in advance
Scans can be provided.

Cheers,
Lucas O'Neill

(Also, sorry for the long email—bit stressed.)",CarBreakdown,3a60c1ee,
Need some help with my cover,"Good morning,
Random question: how long do I have to report an incident? Policy PCY-363-329342. Thanks.

Thanks,
Ethan Gallagher
+353 80 236 8907
ethangallagher145@example.com",Other,0eb85881,
Stranded on hard shoulder – breakdown cover,"Hi team,
Engine overheated, steam from bonnet. I pulled over safely on the hard shoulder. What’s covered under PCY-697-437883 for breakdowns? thanks in advance
Reg 14-L-58778.
No attachments.

Thanks,
Aoife Gallagher
+353 83 187 6112
aoifegallagher212@example.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarBreakdown,b0bedd25,
Query about documents,"To whom it may concern,
I just need to check what’s included in my policy PCY-426-458175. Does it cover driving other cars, or windscreen chips? kind regards

Thanks,
Noah Fitzgerald
+353 81 456 8937
noahfitzgerald825@yahoo.com",Other,2882cfc2,
Car won’t start – need roadside assist,"oGod morning, Enngine overrheated, staem rfom bonnet. I pulled over safely on the hard soulder. Whatt’s covered under PCY-105-958166 for brekadowns? thanks in advance Reg 17-X-85971. — Cheers, Ava O'Connor

(Also, sorry for the long email—bit stressed.)",CarBreakdown,ae0da620,
Renewal due – change car details,"Good morning,
Got the renewal email but the premium is up 18%. Any discounts for no claims (5 years) or for installing a dashcam? Policy PCY-715-449661. happy to provide more info

Many thanks,
Patrick Fitzgerald
+353 82 152 4183
patrickfitzgerald766@proton.me

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarRenewal,17295259,
Car won’t start – need roadside assist,"Hi team,
Battery seems dead (no dash lights). I’m at 62 Station Rd, Limerick. Can someone jump‑start or tow me? Reg 17-KK-18358, policy PCY-919-595187. Also, is there a call‑out limit? happy to provide more info
—

Best,
Isla O'Connor
+353 84 387 5412
islaoconnor224@yahoo.com",CarBreakdown,e478dcd5,
Random question (not sure of category),"Good afternoon,
I just need to check what’s included in my policy PCY-902-849587. Does it cover driving other cars, or windscreen chips? happy to provide more info

Many thanks,
Ethan O'Connor
+353 86 568 3477
ethanoconnor440@yahoo.com",Other,a9bf2335,
Engine died at junction – policy help,"Hello,
Battery seems dead (no dash lights). I’m at 99 Church View, Naas. Can someone jump‑start or tow me? Reg 09-SO-1761, policy PCY-516-755857. Also, is there a call‑out limit? happy to provide more info
—

Best,
Noah Murphy",CarBreakdown,6b1030f6,
Random question (not sure of category),"Hi team,
I just need to check what’s included in my policy PCY-624-120937. Does it cover driving other cars, or windscreen chips? happy to provide more info

Many thanks,
Emma O'Connor
+353 82 640 1395
emmaoconnor353@example.com",Other,828c49fa,
Accident report and claim initiation,"Good morning,
I was rear‑ended at a red light in Athlone today (25 Jul 2024 12:55), airbags didn’t deploy. Other driver admitted fault. Exchange done. My reg 05-LM-17478, policy PCY-369-645984. What’s the fastest way to get the car assessed? thanks in advance
Attaching a PDF of the report.

Thanks,
Sophia O'Connor
+353 80 479 6960
sophiaoconnor17@yahoo.com",CarCrash,2af8786e,
Windscreen damage after storm,"Hi team,
A stone hit my windscreen on the N4 and now there’s a crack across the driver’s side. Can I book directly with ClearView Windscreens or do I need pre‑approval under policy PCY-535-984479? kind regards
Reg 10-L-33935.
Photos attached.

Best,
James Kennedy
+353 86 667 4765
jameskennedy103@proton.me

(Also, sorry for the long email—bit stressed.)",CarWindshield,c2713e29,
Renewal price seems high – options?,"Good afternoon,
I’m changing cars next month (new reg 23-KK-59349). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-780-676378. really appreciate your help

Regards,
Noah Kennedy
+353 82 646 9820
noahkennedy220@yahoo.com",CarRenewal,3e9734d3,
Collision today on N7 – what do I do?,"Hey there, Small collision on the M50, lane 2. I brraked and the van behind clipped my bumper. Gardaí attended. Claim under PC-Y985-153430. Should I go to City Tyres or wait for an approved repairer list? please sort htis Photos attached. Cheers, Conor Ryan P.S. I’m at work nw, can’t take calls till aftr 5pm. Email is beest.",CarCrash,c1faec35,
Urgent: Vehicle theft (police report filed),"Good afternoon,
Came out this morning and the car was just gone. 10-W-37681. Spare key with me. I called 999 and got a case number. Can you guide me on the theft claim steps under PCY-462-325146? Also, do I still owe the excess if the car isn’t found? happy to provide more info
Dashcam clip uploaded to Drive (link upon request).

Many thanks,
Isla Smith
+353 83 758 9614
islasmith256@example.com",CarTheft,28acf874,
Stolen vehicle claim – need next steps,"Hi team,
My car (08-LM-65918) was stolen outside my house at 92 Park Lane, Dundalk around 15 Nov 2024 12:55. I reported it to the Gardaí (ref #801534). Policy PCY-590-949049. What info do you need to open a claim? please let me know
Dashcam clip uploaded to Drive (link upon request).

Thanks,
Harry Kelly
+353 89 865 1399
harrykelly466@proton.me",CarTheft,c4542c43,
Accident report and claim initiation,"Hey there,
I was rear‑ended at a red light in Sligo today (11 May 2025 12:55), airbags deployed. Other driver admitted fault. Exchange done. My reg 08-C-32868, policy PCY-976-387271. What’s the fastest way to get the car assessed? happy to provide more info
No attachments yet—can send if needed.

Regards,
Olivia Ryan
+353 84 650 7053
oliviaryan449@yahoo.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.

(Also, sorry for the long email—bit stressed.)",CarCrash,3ce6d0b2,
Glass crack across driver side – urgent,"Good morning,
Windscreen wiper left a deep scratch after some grit got stuck. Looking to replace ASAP. What’s the process and preferred suppliers? Policy PCY-256-188198. kind regards
Dashcam clip uploaded to Drive (link upon request).

Cheers,
Isla Doyle
+353 83 834 4681
isladoyle582@proton.me

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarWindshield,e36314e1,
